Ticker|Name|Exchange|Country
AKUFH6.EX|AKUF MAR 16        |EUX|Germany
ELPE16C.AT|HELPET MAR 16      |ATH|Greece
DB1HU5.EX|DB1H SEP 15        |EUX|Germany
FESFH6.EX|FESF MAR 16        |EUX|Germany
SAH1526-C.BO|||
GCK1528-C.BO|||
CNG16-3.SI|CN future for February 2016, be|SES|Singapore
FGBLH6.EX|FGBL MAR 16        |EUX|Germany
2BMPS5IY.MDD|MONTE SEP 15/N     |MDD|
SSEFM6.EX|SSEF JUN 16        |EUX|Germany
R2:GSHP3T.SA|GENERALSHOPPON      NM|SAO|Brazil
IBSH6.AX|30 Day Interbank Cash Rate Futu|ASX|Australia
SREIM5.EX|SREI JUN 15        |EUX|Germany
T58FV19-3.SI|T58F future for October 2019, b|SES|Singapore
R2:MAPT4T.SA|CEMEPE      PN  EG|SAO|Brazil
HNT5.AX|Base Load Electricity Strip New|ASX|Australia
UCG5H.MDD|UNICRE AUG 15      |MDD|
IBN5.AX|30 Day Interbank Cash Rate Futu|ASX|Australia
M58FV15-3.SI|M58F future for October 2015, b|SES|Singapore
BIN1530-C.BO|||
EXAE16C.AT|HELEX MAR 16       |ATH|Greece
VACHV5.EX|VACH OCT 15        |EUX|Germany
F2TEZ5.EX|F2TE DEC 15        |EUX|Germany
EDZ16-2.SI|ED future for December 2016, be|SES|Singapore
RQT9.AX|Base Load Calender Year $300 Ca|ASX|Australia
R2:BRIV3T.SA|ALFA INVEST ON|SAO|Brazil
HVM9.AX|Base Load Electricity Strip Vic|ASX|Australia
PNM5.AX|Peak Load Electricity New South|ASX|Australia
STX15-C.SI|||
CDIGU5.EX|CDIG SEP 15        |EUX|Germany
RTF1628-C.BO|||
69673008.EX|FBTP SEP 14        |EUX|Germany
RELFF6.EX|RELF JAN 16        |EUX|Germany
NHY6M.OL|NORSK JAN 16/N     |OSL|Norway
2STM5L.MDD|STMICR DEC 15      |MDD|
DBKHQ5.EX|DBKH AUG 15        |EUX|Germany
S3REZ6.EX|S3RE DEC 16        |EUX|Germany
63870828.EX|FOAT JUN 13        |EUX|Germany
NKK16-2.SI|NK future for May 2016, being t|SES|Singapore
AOMGZ5.EX|AOMG DEC 15        |EUX|Germany
ZLJ1530-C.BO|||
GNH9.AX|Base Load Quarterly $300 Cap El|ASX|Australia
FSTIU5.EX|FSTI SEP 15        |EUX|Germany
FESYH5.EX|FESY MAR 15        |EUX|Germany
FMMYU5.EX|FMMY SEP 15        |EUX|Germany
SO8DEC15.BR|SO8 DEC 15/N       |BRU|Belgium
STK15-2.SI|ST future for May 2015, being t|SES|Singapore
R2:CLSC3T.SA|CELESC      ON      N2|SAO|Brazil
ELH1631-C.BO|||
TFG1625-C.BO|||
TWX15-3.SI|TW future for November 2015, be|SES|Singapore
SGZ15-2.SI|SG future for December 2015, be|SES|Singapore
1UCG6L.MDD|1UCG DEC 16/N      |MDD|
A2SGZ7.EX|A2SG DEC 17        |EUX|Germany
BSU6.AX|Base Load Electricity Futures S|ASX|Australia
FSTMH6.EX|FSTM MAR 16        |EUX|Germany
R2:USIM6T.SA|USIMINAS    PNB     N1|SAO|Brazil
APSH5.AX|S&P;/ASX 200 Index March 2015 (2|ASX|Australia
72734636.MDD|FIB JUN 15|MDD|
PHH15-C.SI|||
R2:SSBR3T.SA|SIERRABRASILON      NM|SAO|Brazil
PECFJ15-2.SI|PECF future for April 2015, bei|SES|Singapore
MYG16-2.SI|MY future for February 2016, be|SES|Singapore
D2BKZ8.EX|D2BK DEC 18        |EUX|Germany
EDU24-2.SI|ED future for September 2024, b|SES|Singapore
T2NEZ8.EX|T2NE DEC 18        |EUX|Germany
AKSO6O.OL|AKSO MAR 16/N      |OSL|Norway
EST5.AX|Base Load Calender Month Electr|ASX|Australia
PPSFU15-C.SI|||
M58FJ18-C.SI|||
FDXFV5.EX|FDXF OCT 15        |EUX|Germany
R2:CTIP3T.SA|CETIP       ON  EJ  NM|SAO|Brazil
ROH1631-C.BO|||
FSMMH6.EX|FSMM MAR 16        |EUX|Germany
OCF1628-C.BO|||
WKSF8.AX|WA Wheat January 2018 (24 hr)|ASX|Australia
IBU5.AX|30 Day Interbank Cash Rate Futu|ASX|Australia
FCENZ4.EX|FCEN DEC 14        |EUX|Germany
EYDAP16L.AT|EYDAP DEC 16       |ATH|Greece
NDZ18-3.SI|ND future for December 2018, be|SES|Singapore
TQIFZ5.EX|TQIF DEC 15        |EUX|Germany
APN15-3.SI|AP future for July 2015, being |SES|Singapore
IDX1526-C.BO|||
BP5I.MDD|BP SEP 15          |MDD|
60446855.EX|FDAX SEP 12        |EUX|Germany
R2:BRGE8S.SA|ALFA CONSORCPND|SAO|Brazil
SAND5V.ST|SANDVI OCT 15/N    |STO|Sweden
M58FN18-2.SI|M58F future for July 2018, bein|SES|Singapore
M58FJ15-2.SI|M58F future for April 2015, bei|SES|Singapore
EDF16-C.SI|||
IBX6.AX|30 Day Interbank Cash Rate Futu|ASX|Australia
M58FQ19-3.SI|M58F future for August 2019, be|SES|Singapore
ATF1628-C.BO|||
R2:HRTP3S.SA|HRT PETROLEOON      NM|SAO|Brazil
R2:RANI3T.SA|CELUL IRANI ON|SAO|Brazil
R2:WMBY3T.SA|WEMBLEY     ON|SAO|Brazil
GQZ8.AX|Base Load Quarterly $300 Cap El|ASX|Australia
AKSO5R.OL|AKSO JUN 15/N      |OSL|Norway
FTXZ5.EX|FTX DEC 15         |EUX|Germany
STB6O.OL|STOREB MAR 16/N    |OSL|Norway
FMWPU5.EX|FMWP SEP 15/N      |EUX|Germany
SGH15-3.SI|SG future for March 2015, being|SES|Singapore
OPAP16F.AT|OPAP JUN 16        |ATH|Greece
ENX5.AX|Base Load Calender Month Electr|ASX|Australia
R2:ELEK3T.SA|ELEKEIROZ   ON|SAO|Brazil
WDIFK6.EX|WDIF MAY 16        |EUX|Germany
HFQ1527-C.BO|||
M58FU19-2.SI|M58F future for September 2019,|SES|Singapore
R2:GPCP3T.SA|GPC PART    ON|SAO|Brazil
APH15-C.SI|||
VCL5.AX|Eastern Australian Canola July |ASX|Australia
GLG1625-C.BO|||
TWZ17-C.SI|||
APV5.AX|S&P;/ASX 200 Index October 2015 |ASX|Australia
IDF16-3.SI|ID future for January 2016, bei|SES|Singapore
R2:PRML3T.SA|PRUMO       ON      NM|SAO|Brazil
EFXFH6.EX|EFXF MAR 16        |EUX|Germany
SCM1525-C.BO|||
EGPW5L.MDD|EGPW DEC 15        |MDD|
RNZ1531-C.BO|||
PRU1524-C.BO|||
JGU15-C.SI|||
VO3GM6.EX|VO3G JUN 16        |EUX|Germany
STL6C.ST|STATOI MAR 16      |STO|Sweden
T58FN19-3.SI|T58F future for July 2019, bein|SES|Singapore
75563328.EX|FOAT SEP 15        |EUX|Germany
R2:PEAB4T.SA|PAR AL BAHIAPN|SAO|Brazil
VODHZ5.EX|VODH DEC 15/N      |EUX|Germany
EDU17-3.SI|ED future for September 2017, b|SES|Singapore
R2:BEES3T.SA|BANESTES    ON|SAO|Brazil
FSTGZ5.EX|FSTG DEC 15        |EUX|Germany
R2:OIBR4T.SA|OI          PN      N1|SAO|Brazil
ENT5.AX|Base Load Calender Month Electr|ASX|Australia
WMSF7.AX|Eastern Australia Wheat futures|ASX|Australia
1MT7L.MDD|1MT DEC 17         |MDD|
GCH1526-C.BO|||
IXDMU5.EX|IXDM SEP 15/N      |EUX|Germany
TFZ1531-C.BO|||
PECFV15-2.SI|PECF future for October 2015, b|SES|Singapore
NSJ16-3.SI|NS future for April 2016, being|SES|Singapore
FATFM6.EX|FATF JUN 16        |EUX|Germany
M58FV17-C.SI|||
IDEBY8L.MDD|IDEBY DEC 18       |MDD|
FRDXZ6.EX|FRDX DEC 16        |EUX|Germany
